ts	pid	kind	api	rows	seconds
1789613171	2067	uncounted	train	100000	16.13
1789613193	2067	uncounted	train	100000	18.99
1789613409	2154	uncounted	train	100000	6.41
1789613418	2154	uncounted	train	100000	7.63
1789613431	2154	uncounted	train	100000	11.83
1789613447	2154	uncounted	train	100000	13.33
1789613464	2154	uncounted	train	100000	13.98
1789613484	2154	uncounted	train	100000	16.15
1789613496	2154	uncounted	train	100000	8.68
1789613506	2154	uncounted	train	100000	8.95
1789613517	2154	uncounted	train	100000	9.21
1789613529	2154	uncounted	train	100000	9.54
1789613627	2180	uncounted	train	100000	15.10
1789613645	2180	uncounted	train	100000	16.05
1789613664	2180	uncounted	train	100000	15.00
1789613687	2180	uncounted	train	100000	18.47
1789613707	2180	uncounted	train	100000	16.03
1789613729	2180	uncounted	train	100000	19.07
1789613751	2180	uncounted	train	100000	17.21
1789613774	2180	uncounted	train	100000	19.38
1789613796	2180	uncounted	train	100000	16.51
1789613819	2180	uncounted	train	100000	19.03
1789613839	2180	uncounted	train	100000	16.04
1789613861	2180	uncounted	train	100000	18.39
1789614026	2231	uncounted	train	100000	9.34
1789614038	2231	uncounted	train	100000	10.63
1789614049	2231	uncounted	train	100000	9.43
1789614065	2231	uncounted	train	100000	13.86
1789614092	2231	uncounted	train	100000	23.76
1789614109	2231	uncounted	train	100000	9.86
1789614121	2231	uncounted	train	100000	10.19
1789614133	2231	uncounted	train	100000	10.08
1789614158	2253	uncounted	train	100000	8.54
1789614170	2253	uncounted	train	100000	9.76
1789614180	2253	uncounted	train	100000	8.87
1789614195	2253	uncounted	train	100000	13.26
1789614223	2253	uncounted	train	100000	24.74
1789614239	2253	uncounted	train	100000	9.87
1789614252	2253	uncounted	train	100000	11.08
1789614266	2253	uncounted	train	100000	11.26
1789614277	2253	uncounted	train	100000	8.92
1789614291	2253	uncounted	train	100000	12.04
1789614303	2253	uncounted	train	100000	9.30
1789614315	2253	uncounted	train	100000	9.77
1789614327	2253	uncounted	train	100000	9.68
1789614352	2253	uncounted	train	100000	23.06
1789614367	2253	uncounted	train	100000	8.91
1789614379	2253	uncounted	train	100000	10.68
