dataset,harness,model,family,provider,seed,baseline_auc,holdout_auc,holdout_ap,best_eval_auc,eval_minus_holdout,refit_suspect,provider_error,n_experiments,n_ok,n_timeout,n_crash,fit_seconds,wall_minutes,compute_share,tokens_in,tokens_out,cached_share,cost_usd_list,timed_out,violations,holdout_error,best_commit,best_commit_eval_auc,best_commit_holdout_auc,finalized_best,cpu_budget_seconds,cpu_seconds_python,cpu_seconds_counted,cpu_seconds_uncounted,cpu_seconds_container,cpu_seconds_overhead,cpu_seconds_budgeted,fits_total,fits_uncounted,cpu_refusals,cpu_over_budget,cpu_killed
airline,codex,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,2,0.714770751736,0.7432115502179999,0.7290869224426637,0.7432,-1.155021799992273e-05,False,,40,29,4,7,1941,74.7,0.433,5875013,151128,0.964,0.1858,False,,,,,,,18000,11047.3,10071.6,5.1,11357.6,310.3,10076.7,172,0,0,False,False
airline,codex,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,3,0.714770751736,0.720527821648,0.6958875576340684,0.7726,0.052072178351999954,True,,40,39,0,1,226,18.5,0.203,3518448,61707,0.917,0.1277,False,,,,,,,18000,443.7,424.7,3.0,499.2,55.5,427.7,42,0,0,False,False
airline,hermes,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,1,0.714770751736,0.7432490430280001,0.7311194101473425,0.7424,-0.0008490430280001515,False,,19,18,0,1,522,119.7,0.073,10301576,85588,0.564,1.0857,False,,,,,,,18000,17855.5,1924.8,15562.1,21597.3,3741.8,17486.9,292,259,0,False,False
airline,hermes,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,2,0.714770751736,0.7186448016740001,0.7069082211489573,0.7184,-0.00024480167400009467,False,,40,38,0,2,195,36.5,0.089,12782348,133653,0.893,0.468,False,,,,,,,18000,533.6,516.1,1.5,726.6,193.0,517.6,290,0,0,False,False
airline,hermes,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,3,0.714770751736,0.72690617673,0.7127459861061197,0.727,9.382326999995971e-05,False,,28,22,0,6,667,62.0,0.179,2513629,122214,0.742,0.2364,False,,,,,,,18000,9216.8,2466.0,6.8,9530.6,313.8,2472.8,127,0,0,False,False
airline,openclaw,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,1,0.714770751736,0.721156744696,0.7104649428018932,0.7204,-0.0007567446959999558,False,,33,33,0,0,291,23.2,0.209,,,,,False,,,,,,,18000,949.5,947.8,1.7,1049.0,99.5,949.5,38,0,0,False,False
airline,openclaw,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,2,0.714770751736,0.7188555453180001,0.7086710339404679,0.7181,-0.0007555453180001503,False,,35,34,0,1,165,20.9,0.132,6336411,49125,0.978,0.107,False,suspicious-train-py:holdout,,,,,,18000,452.7,452.7,0.0,532.5,79.8,452.7,50,0,0,False,False
airline,openclaw,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,3,0.714770751736,0.7175145091740001,0.7070409622038288,0.7172,-0.00031450917400011047,False,,29,29,0,0,135,7.3,0.308,4120962,30622,0.973,0.0728,False,,,,,,,18000,346.1,345.3,0.8,386.7,40.6,346.1,100,0,0,False,False
airline,opencode,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,1,0.714770751736,0.7185569683,0.7095189469718602,0.7183,-0.0002569682999999934,False,,39,38,0,1,430,26.1,0.275,3075798,133152,0.798,0.2418,False,,,,,,,18000,946.3,931.1,1.7,1510.3,564.0,932.8,46,0,0,False,False
airline,opencode,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,2,0.714770751736,0.735331867444,0.7203885436191095,0.7352,-0.00013186744400006667,False,,21,20,1,0,290,23.8,0.203,1757231,61367,0.644,0.186,False,,,,,,,18000,1465.8,1465.8,0.0,1787.3,321.5,1465.8,20,0,0,False,False
airline,opencode,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,3,0.714770751736,0.7360171793520001,0.726371644759433,0.7348,-0.001217179352000053,False,,40,23,16,1,1512,87.1,0.289,5179360,112509,0.658,0.4882,False,,,,,,,18000,16245.1,15230.5,2.6,16896.2,651.1,15233.1,103,0,0,False,False
airline,pi,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,1,0.714770751736,0.737231773628,0.7269233742365038,0.7366,-0.000631773627999932,False,,40,37,2,1,1543,39.4,0.653,4345375,51657,0.983,0.0801,False,,,,,,,18000,6803.9,6217.0,0.0,6838.8,34.9,6217.0,42,0,0,False,False
airline,pi,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,2,0.714770751736,0.7427258517519999,0.7283975974770752,0.7405,-0.002225851751999852,False,,40,36,4,0,2935,78.5,0.623,5677813,73081,0.978,0.1148,False,,,,,,,18000,13665.2,12656.3,533.5,13705.5,40.3,13189.8,318,9,0,False,False
airline,pi,deepseek-v4-flash:0731,deepseek-v4-flash:0731,ollama,3,0.714770751736,0.7165891784580001,0.7070028707032285,0.717,0.00041082154199989507,False,,40,36,0,4,183,9.7,0.314,1758332,42336,0.967,0.0524,False,,,,,,,18000,673.6,651.7,18.0,703.9,30.3,669.7,45,1,0,False,False
airline,claude,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.7472294577940001,0.7390384480499499,0.7484,0.0011705422059998805,False,est rejected (429) · you (earino) have reached your session ,23,21,0,2,1244,93.9,0.221,10150215,110105,0.043,6.637,False,suspicious-train-py:holdout,,,,,,18000,15268.2,4719.2,10549.0,15379.2,111.0,15268.2,404,338,0,False,False
airline,claude,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,2,0.714770751736,0.7369660139759999,0.7277753352692303,0.7351,-0.0018660139759999472,False,est rejected (429) · you (earino) have reached your session ,7,7,0,0,131,42.9,0.051,3391406,79721,0.106,2.1664,False,,,,,,,18000,4606.8,435.4,4171.4,4662.9,56.1,4606.8,179,166,0,False,False
airline,codex,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.741415369144,0.7314083618401048,0.7417,0.00028463085600005655,False,,33,31,0,2,1930,88.5,0.364,9955553,55798,0.991,0.3874,False,,,,,,,18000,18456.2,7693.7,10314.9,18441.1,-15.1,18008.6,245,202,0,True,False
airline,hermes,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.74422316413,0.7316019095147321,0.7442,-2.3164130000030703e-05,False,,16,14,1,1,474,115.8,0.068,6079639,88253,0.833,0.9565,False,,,,,,,18000,17436.7,2221.1,14855.9,19196.4,1759.7,17077.0,205,177,0,False,False
airline,openclaw,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.7153968642120001,0.7058525492700036,0.7149,-0.0004968642120001254,False,,4,3,0,1,22,2.4,0.153,437077,4925,0.915,0.0431,False,,,,,,,18000,67.8,64.9,2.9,53.5,-14.3,67.8,3,0,0,False,False
airline,opencode,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.7466711440659999,0.7384916086402451,0.7475,0.0008288559340001722,False,,40,37,0,3,1500,50.9,0.491,5136615,42489,0.966,0.3081,False,,,,,,,18000,7333.3,6551.8,460.0,7724.1,390.8,7011.8,41,1,0,False,False
airline,pi,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,1,0.714770751736,0.739836107628,0.7298557077337879,0.74,0.0001638923719999852,False,"""429: {\""message\"":\""you (earino) have reached your session ",18,16,0,2,718,91.8,0.13,3416442,63855,0.909,0.3998,False,,,,,,,18000,18258.2,2699.5,15044.9,18289.5,31.3,17744.4,156,139,0,False,False
airline,pi,deepseek-v4-pro:0813,deepseek-v4-pro:0813,ollama,2,0.714770751736,0.7261533901900001,0.717144698607278,0.7249,-0.0012533901900001476,False,"""429: {\""message\"":\""you (earino) have reached your session ",21,17,0,4,529,16.4,0.538,2586180,41420,0.976,0.1787,False,,,,,,,18000,1993.3,1943.7,49.6,2007.9,14.6,1993.3,70,1,0,False,False
airline,claude,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.718139012752,0.7089707756732734,0.7177,-0.0004390127519999787,False,,40,38,0,2,121,16.2,0.125,9010327,33262,0.816,0.1551,False,,,,,,,18000,272.4,263.3,1.5,321.7,49.3,264.8,45,0,0,False,False
airline,claude,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.7286449604699999,0.7183652269717686,0.7273,-0.0013449604699999895,False,,40,38,0,2,212,27.8,0.127,10488690,37346,0.84,0.1797,False,,,,,,,18000,681.7,631.1,0.0,741.2,59.5,631.1,39,0,0,False,False
airline,claude,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.718437483678,0.7085405107738365,0.7179,-0.0005374836779999947,False,,19,18,0,1,81,9.5,0.143,3415312,25267,0.731,0.0664,False,,,,,,,18000,192.1,180.3,0.9,208.4,16.3,181.2,19,0,0,False,False
airline,codex,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.737695209044,0.7304323398966369,0.7377,4.790956000033653e-06,False,,40,33,0,7,606,39.1,0.258,19419027,70339,0.879,0.3335,False,,,,,,,18000,2332.1,2166.1,2.6,2379.6,47.5,2168.7,38,0,0,False,False
airline,codex,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.728377842272,0.71741880123662,0.7273,-0.0010778422720000291,False,,39,38,0,1,155,24.2,0.107,10568704,32170,0.793,0.1778,False,,,,,,,18000,434.5,384.2,0.0,477.2,42.7,384.2,39,0,0,False,False
airline,codex,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.718146198674,0.7071080027470279,0.7171,-0.0010461986740000206,False,,28,28,0,0,172,22.9,0.125,8224144,31253,0.699,0.1421,False,,,,,,,18000,531.0,470.3,0.8,568.2,37.2,471.1,91,0,0,False,False
airline,hermes,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.7241946771600001,0.7166607779927419,0.7241,-9.467716000011173e-05,False,,16,14,0,2,52,31.6,0.027,10216040,138936,0.865,0.2366,False,,,,,,,18000,190.4,109.1,21.8,400.0,209.6,130.9,27,4,0,False,False
airline,hermes,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.716594081978,0.705937542763533,0.7173,0.0007059180220000405,False,,19,16,0,3,122,68.5,0.03,11251509,141131,0.793,0.2535,False,,,,,,,18000,454.5,390.5,3.6,655.5,201.0,394.1,19,0,0,False,False
airline,hermes,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.714770751736,0.7041294810841159,0.7141,-0.0006707517360000637,False,,17,8,0,9,23,108.6,0.004,20995817,289841,0.764,0.4888,False,,,,,,,18000,62.9,57.8,5.2,522.4,459.5,63.0,8,0,0,False,False
airline,openclaw,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.7162188851619999,0.7050124400164222,0.7178,0.0015811148380000528,False,,35,25,0,10,72,19.9,0.06,15040107,47877,0.886,0.2543,False,,,,,,,18000,173.4,173.4,0.0,256.2,82.8,173.4,28,0,0,False,False
airline,openclaw,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.71932512083,0.709611888559775,0.7185,-0.0008251208299999702,False,,27,22,0,5,131,16.8,0.13,6854868,33960,0.801,0.1232,False,,,,,,,18000,391.6,391.6,0.0,462.3,70.7,391.6,22,0,0,False,False
airline,openclaw,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.714770751736,0.7041294810841159,0.7165,0.001729248264000005,False,,30,24,0,6,113,24.0,0.078,12467019,40920,0.753,0.2116,False,,,,,,,18000,424.0,327.1,23.7,526.8,102.8,350.8,35,2,0,False,False
airline,opencode,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.7228299295880001,0.7150531058820597,0.7231,0.0002700704119998898,False,,24,21,0,3,96,41.1,0.039,7708101,158969,0.772,0.211,False,,,,,,,18000,224.1,212.3,2.9,1235.7,1011.6,215.2,25,0,0,False,False
airline,opencode,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.7265796128939999,0.7179453992056581,0.7255,-0.0010796128939998262,False,,31,31,0,0,133,89.5,0.025,17832091,266346,0.768,0.4273,False,,,,,,,18000,391.6,305.5,72.0,2442.8,2051.2,377.5,38,6,0,False,False
airline,opencode,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.716339147466,0.7060625327320122,0.7185,0.0021608525340000018,False,,21,19,0,2,69,39.6,0.029,9733443,124472,0.802,0.2207,False,,,,,,,18000,178.0,155.1,15.8,1210.3,1032.3,170.9,20,0,0,False,False
airline,pi,nemotron-3-super,nemotron-3-super,ollama,1,0.714770751736,0.727254617976,0.7161496077452761,0.7259,-0.0013546179760000054,False,,39,38,0,1,1299,41.7,0.519,9125874,40317,0.795,0.1611,False,,,,,,,18000,5778.9,5778.9,0.0,6278.8,499.9,5778.9,40,0,0,False,False
airline,pi,nemotron-3-super,nemotron-3-super,ollama,2,0.714770751736,0.7206881533080001,0.7104860279472311,0.7204,-0.0002881533080000276,False,,39,37,1,1,290,32.9,0.147,12526732,70396,0.846,0.2301,False,,,,,,,18000,1407.7,1358.2,0.0,1445.9,38.2,1358.2,221,0,0,False,False
airline,pi,nemotron-3-super,nemotron-3-super,ollama,3,0.714770751736,0.718197951406,0.7082464612695645,0.7177,-0.0004979514059999524,False,,23,23,0,0,78,19.5,0.067,6128452,45997,0.729,0.1195,False,,,,,,,18000,153.5,142.5,5.0,180.4,26.9,147.5,26,1,0,False,False
