ts	pid	kind	api	rows	seconds
1789625730	1146	counted	train	100000	12.01
1789625736	1146	counted	train	100000	6.24
1789625875	1187	counted	train	100000	0.78
1789625876	1187	counted	train	100000	0.53
1789625876	1187	counted	train	100000	0.56
1789625877	1187	counted	train	100000	0.45
1789625878	1187	counted	train	100000	0.52
1789625878	1187	counted	train	100000	0.73
1789625879	1187	counted	train	100000	0.79
1789625880	1187	counted	train	100000	0.97
1789625881	1187	counted	train	100000	0.85
1789625882	1187	counted	train	80000	0.63
1789625883	1187	counted	train	100000	1.25
1789625975	1228	counted	train	100000	0.74
1789625975	1228	counted	train	100000	0.48
1789625976	1228	counted	train	100000	0.53
1789625976	1228	counted	train	100000	0.47
1789625977	1228	counted	train	100000	0.55
1789625978	1228	counted	train	100000	0.77
1789625979	1228	counted	train	100000	0.74
1789625980	1228	counted	train	100000	0.96
1789625981	1228	counted	train	100000	0.90
1789625982	1228	counted	train	80000	0.67
1789625983	1228	counted	train	100000	1.24
1789625984	1228	counted	train	100000	0.74
1789625985	1228	counted	train	100000	0.77
1789625985	1228	counted	train	100000	0.79
1789625986	1228	counted	train	100000	0.51
1789626066	1273	counted	train	100000	0.79
1789626067	1273	counted	train	100000	0.49
1789626067	1273	counted	train	100000	0.60
1789626068	1273	counted	train	100000	0.47
1789626069	1273	counted	train	100000	0.54
1789626069	1273	counted	train	100000	0.75
1789626070	1273	counted	train	100000	0.75
1789626071	1273	counted	train	100000	0.97
1789626072	1273	counted	train	100000	0.82
1789626073	1273	counted	train	80000	0.65
1789626074	1273	counted	train	100000	0.76
1789626075	1273	counted	train	100000	0.76
1789626076	1273	counted	train	100000	0.78
1789626076	1273	counted	train	100000	0.78
1789626077	1273	counted	train	100000	0.78
1789626150	1314	counted	train	100000	0.76
1789626151	1314	counted	train	100000	0.47
1789626151	1314	counted	train	100000	0.54
1789626152	1314	counted	train	100000	0.47
1789626153	1314	counted	train	100000	0.54
1789626153	1314	counted	train	100000	0.75
1789626154	1314	counted	train	100000	0.78
1789626155	1314	counted	train	100000	1.05
1789626156	1314	counted	train	100000	0.92
1789626157	1314	counted	train	80000	0.67
1789626162	1314	counted	train	100000	2.19
1789626164	1314	counted	train	100000	1.45
1789626165	1314	counted	train	100000	1.39
1789626168	1314	counted	train	100000	2.21
1789626168	1314	counted	train	100000	0.72
1789626170	1314	counted	train	100000	1.65
1789626173	1314	counted	train	100000	2.86
1789626175	1314	counted	train	100000	1.67
1789626181	1314	counted	train	100000	1.44
1789626181	1314	counted	train	100000	0.92
1789626182	1314	counted	train	100000	0.86
1789626184	1314	counted	train	100000	1.33
1789626185	1314	counted	train	100000	0.69
1789626186	1314	counted	train	100000	1.04
1789626188	1314	counted	train	100000	1.74
1789626189	1314	counted	train	100000	0.99
1789626311	1355	counted	train	100000	0.77
1789626312	1355	counted	train	100000	0.49
1789626312	1355	counted	train	100000	0.58
1789626313	1355	counted	train	100000	0.47
1789626314	1355	counted	train	100000	0.57
1789626314	1355	counted	train	100000	0.76
1789626315	1355	counted	train	100000	0.75
1789626316	1355	counted	train	100000	1.08
1789626317	1355	counted	train	100000	0.93
1789626318	1355	counted	train	80000	0.62
1789626324	1355	counted	train	100000	2.28
1789626325	1355	counted	train	100000	1.47
1789626327	1355	counted	train	100000	1.40
1789626329	1355	counted	train	100000	2.29
1789626330	1355	counted	train	100000	0.74
1789626332	1355	counted	train	100000	1.73
1789626335	1355	counted	train	100000	2.98
1789626336	1355	counted	train	100000	1.66
1789626342	1355	counted	train	100000	1.53
1789626343	1355	counted	train	100000	0.98
1789626344	1355	counted	train	100000	0.95
1789626345	1355	counted	train	100000	1.51
1789626346	1355	counted	train	100000	0.74
1789626347	1355	counted	train	100000	1.14
1789626349	1355	counted	train	100000	1.92
1789626351	1355	counted	train	100000	1.08
1789626357	1355	counted	train	100000	3.19
1789626359	1355	counted	train	100000	2.01
1789626361	1355	counted	train	100000	2.02
1789626365	1355	counted	train	100000	3.09
1789626365	1355	counted	train	100000	0.76
1789626368	1355	counted	train	100000	2.30
1789626372	1355	counted	train	100000	3.78
1789626374	1355	counted	train	100000	2.09
1789626381	1355	counted	train	100000	2.24
1789626382	1355	counted	train	100000	1.53
1789626384	1355	counted	train	100000	1.41
1789626386	1355	counted	train	100000	2.17
1789626387	1355	counted	train	100000	0.73
1789626389	1355	counted	train	100000	1.68
1789626391	1355	counted	train	100000	2.73
1789626393	1355	counted	train	100000	1.58
1789626398	1355	counted	train	100000	1.14
1789626399	1355	counted	train	100000	0.74
1789626400	1355	counted	train	100000	0.72
1789626401	1355	counted	train	100000	1.17
1789626402	1355	counted	train	100000	0.74
1789626403	1355	counted	train	100000	0.87
1789626404	1355	counted	train	100000	1.45
1789626405	1355	counted	train	100000	0.81
1789626410	1355	counted	train	100000	1.50
1789626411	1355	counted	train	100000	0.99
1789626412	1355	counted	train	100000	0.96
1789626413	1355	counted	train	100000	1.47
1789626414	1355	counted	train	100000	0.73
1789626415	1355	counted	train	100000	1.14
1789626417	1355	counted	train	100000	1.86
1789626418	1355	counted	train	100000	1.08
1789626420	1355	counted	train	100000	1.83
1789626679	1401	counted	train	100000	2.42
1789626681	1401	counted	train	100000	1.51
1789626682	1401	counted	train	100000	1.41
1789626727	1442	counted	train	100000	2.16
1789626728	1442	counted	train	100000	1.39
1789626730	1442	counted	train	100000	1.43
1789626732	1442	counted	train	100000	2.19
1789626733	1442	counted	train	100000	0.78
1789626735	1442	counted	train	100000	1.70
1789626737	1442	counted	train	100000	2.88
1789626739	1442	counted	train	100000	1.61
1789626775	1485	counted	train	100000	2.85
1789626777	1485	counted	train	100000	1.91
1789626778	1485	counted	train	100000	1.72
