ts	pid	kind	api	rows	seconds
1789625743	3821	counted	train	100000	6.34
1789625750	3821	counted	train	100000	6.11
1789625780	3885	uncounted	train	100000	7.14
1789625788	3885	uncounted	train	100000	6.99
1789625796	3885	uncounted	train	100000	6.82
1789625803	3885	uncounted	train	100000	6.73
1789625811	3885	uncounted	train	100000	6.55
1789625823	3885	uncounted	train	100000	7.40
1789625830	3885	uncounted	train	100000	6.77
1789625837	3885	uncounted	train	100000	6.70
1789625845	3885	uncounted	train	100000	6.84
1789625852	3885	uncounted	train	100000	6.73
1789625861	3885	uncounted	train	100000	8.21
1789625869	3885	uncounted	train	100000	6.90
1789625994	3968	uncounted	train	100000	6.57
1789626001	3968	uncounted	train	100000	6.41
1789626009	3968	uncounted	train	100000	6.98
1789626017	3968	uncounted	train	100000	6.55
1789626025	3968	uncounted	train	100000	7.11
1789626037	3968	uncounted	train	100000	7.65
1789626043	3968	uncounted	train	100000	5.78
1789626050	3968	uncounted	train	100000	6.63
1789626058	3968	uncounted	train	100000	6.92
1789626093	4041	uncounted	train	100000	7.05
1789626100	4041	uncounted	train	100000	6.35
1789626108	4041	uncounted	train	100000	6.74
1789626116	4041	uncounted	train	100000	6.75
1789626124	4041	uncounted	train	100000	6.77
1789626135	4041	uncounted	train	100000	7.10
1789626143	4041	uncounted	train	100000	6.54
1789626151	4041	uncounted	train	100000	7.26
1789626159	4041	uncounted	train	100000	7.15
1789626167	4041	uncounted	train	100000	6.93
1789626232	4116	uncounted	train	100000	6.77
1789626239	4116	uncounted	train	100000	6.37
1789626247	4116	uncounted	train	100000	6.49
1789626254	4116	uncounted	train	100000	6.23
1789626261	4116	uncounted	train	100000	6.49
1789626273	4116	uncounted	train	100000	6.86
1789626280	4116	uncounted	train	100000	6.34
1789626287	4116	uncounted	train	100000	6.43
1789626295	4116	uncounted	train	100000	7.41
1789626451	4218	counted	train	100000	6.79
1789626458	4218	counted	train	100000	6.24
1789626466	4218	counted	train	100000	6.28
1789626473	4218	counted	train	100000	6.11
1789626480	4218	counted	train	100000	6.13
1789626487	4218	counted	train	100000	5.51
1789626493	4218	counted	train	100000	5.77
1789626501	4218	counted	train	100000	6.14
1789626947	4510	counted	train	100000	6.87
1789626955	4510	counted	train	100000	6.74
1789626962	4510	counted	train	100000	6.78
1789626969	4510	counted	train	100000	6.78
1789626977	4510	counted	train	100000	6.97
1789627036	4574	uncounted	train	100000	6.98
1789627043	4574	uncounted	train	100000	6.49
1789627050	4574	uncounted	train	100000	6.49
1789627057	4574	uncounted	train	100000	6.23
1789627064	4574	uncounted	train	100000	6.46
1789627075	4574	uncounted	train	100000	6.72
1789627083	4574	uncounted	train	100000	6.73
1789627091	4574	uncounted	train	100000	6.68
1789627099	4574	uncounted	train	100000	6.12
1789627107	4574	uncounted	train	100000	6.35
1789627458	4714	counted	train	100000	6.98
1789627465	4714	counted	train	100000	6.42
1789627472	4714	counted	train	100000	6.67
1789627479	4714	counted	train	100000	6.32
1789627487	4714	counted	train	100000	7.18
1789627494	4714	counted	train	100000	6.43
1789627500	4714	counted	train	100000	5.91
1789627704	4816	uncounted	train	100000	7.80
1789627711	4816	uncounted	train	100000	6.79
1789627718	4816	uncounted	train	100000	6.58
1789627725	4816	uncounted	train	100000	6.58
1789627732	4816	uncounted	train	100000	6.38
1789627744	4816	uncounted	train	100000	6.93
1789627752	4816	uncounted	train	100000	7.48
1789627758	4816	uncounted	train	100000	5.90
1789627766	4816	uncounted	train	100000	6.90
1789627773	4816	uncounted	train	100000	6.48
1789627779	4816	uncounted	train	100000	6.20
1789627787	4816	uncounted	train	100000	6.71
1789627793	4816	uncounted	train	100000	6.29
1789627841	4902	counted	train	100000	5.73
1789627847	4902	counted	train	100000	5.97
1789627854	4902	counted	train	100000	6.15
1789627861	4902	counted	train	100000	6.09
1789627868	4902	counted	train	100000	6.73
1789627999	4977	uncounted	train	100000	6.23
1789628006	4977	uncounted	train	100000	6.08
1789628013	4977	uncounted	train	100000	6.23
1789628019	4977	uncounted	train	100000	6.04
1789628026	4977	uncounted	train	100000	6.80
1789628037	4977	uncounted	train	100000	6.24
1789628045	4977	uncounted	train	100000	7.16
1789628053	4977	uncounted	train	100000	7.28
1789628060	4977	uncounted	train	100000	6.89
1789628067	4977	uncounted	train	100000	6.57
1789628075	4977	uncounted	train	100000	7.09
1789628317	5056	uncounted	train	100000	5.72
1789628323	5056	uncounted	train	100000	5.83
1789628330	5056	uncounted	train	100000	5.85
1789628336	5056	uncounted	train	100000	5.88
1789628343	5056	uncounted	train	100000	6.89
1789628354	5056	uncounted	train	100000	6.55
1789628361	5056	uncounted	train	100000	6.58
1789628369	5056	uncounted	train	100000	7.23
1789628378	5056	uncounted	train	100000	8.36
1789628386	5056	uncounted	train	100000	7.17
1789628393	5056	uncounted	train	100000	6.65
1789628401	5056	uncounted	train	100000	7.11
1789628539	5139	uncounted	train	100000	6.34
1789628546	5139	uncounted	train	100000	6.31
1789628553	5139	uncounted	train	100000	6.26
1789628560	5139	uncounted	train	100000	6.55
1789628567	5139	uncounted	train	100000	6.90
1789628579	5139	uncounted	train	100000	7.72
1789628589	5139	uncounted	train	100000	8.92
1789628601	5139	uncounted	train	100000	11.60
1789628610	5139	uncounted	train	100000	8.30
1789628618	5139	uncounted	train	100000	7.72
1789628627	5139	uncounted	train	100000	7.71
1789628643	5139	uncounted	train	100000	15.29
1789628914	5234	uncounted	train	100000	6.02
1789628921	5234	uncounted	train	100000	6.52
1789628928	5234	uncounted	train	100000	6.45
1789628936	5234	uncounted	train	100000	6.96
1789628943	5234	uncounted	train	100000	7.02
1789628956	5234	uncounted	train	100000	8.90
1789628967	5234	uncounted	train	100000	9.83
1789628977	5234	uncounted	train	100000	9.23
1789628987	5234	uncounted	train	100000	9.55
1789628998	5234	uncounted	train	100000	10.50
1789629008	5234	uncounted	train	100000	9.11
1789629436	5339	counted	train	100000	9.14
1789629445	5339	counted	train	100000	9.02
1789629457	5339	counted	train	100000	11.11
1789629468	5339	counted	train	100000	10.26
1789629480	5339	counted	train	100000	11.79
1789629562	5405	exempt	train	100000	9.30
1789629571	5405	exempt	train	100000	8.71
1789629581	5405	exempt	train	100000	9.51
1789629592	5405	exempt	train	100000	10.45
1789629605	5405	exempt	train	100000	12.31
